Country,Experience_Years,Salary,Number_of_Projects,Performance_Score,Education_Level,Certification_Status
USA,19,75132.52675724664,29,96.12410506831051,Diploma,Not Certified
USA,16,109656.91878049527,24,76.78097512010221,Master's,Not Certified
China,7,91075.13952977497,19,74.91109203128144,PhD,Certified
France,10,56839.0220095157,19,54.605128384255146,Diploma,Certified
Australia,1,67346.49085633917,24,95.8871102435872,Master's,Not Certified
South Africa,10,94969.50612928766,35,64.17466197948195,Master's,Certified
South Africa,11,102113.09619008673,8,63.319695077488795,PhD,Not Certified
Canada,15,87302.541151553,17,54.4332149154913,Bachelor's,Certified
France,1,60650.30405623557,23,65.2579345749971,Master's,Certified
UK,18,70227.69250133276,24,52.491906111875416,Diploma,Not Certified
China,10,49688.73579526052,22,92.40167464046725,Diploma,Certified
China,11,104676.51809472252,39,61.91645855614101,Master's,Not Certified
Brazil,18,135458.07609278243,17,68.17953488290433,PhD,Not Certified
China,7,60849.26801825412,23,93.86177848514598,Diploma,Certified
Germany,19,132604.97279979612,24,61.82625089956471,PhD,Not Certified
France,22,132736.86864923555,43,50.0,Master's,Not Certified
South Africa,6,79844.52563347659,37,78.23205592881712,Bachelor's,Not Certified
South Africa,14,89372.0527005983,35,59.88164928537333,Bachelor's,Not Certified
Australia,10,107731.19870872231,20,69.41989528747756,Master's,Not Certified
UK,4,94044.06843908229,21,71.01675079560188,PhD,Certified
UK,16,128219.20282644503,23,89.99843284983226,PhD,Certified
Canada,5,79871.71157507588,23,72.86085639621582,Master's,Not Certified
France,12,116124.35121907861,45,56.624022999560815,PhD,Certified
India,20,121348.104479567,11,74.51400659764747,Master's,Not Certified
USA,11,54495.3814080222,46,82.13755895909799,Diploma,Certified
USA,4,53933.91667405369,14,86.22564855415638,Diploma,Not Certified
France,16,114002.10231550904,29,93.00298761199963,Master's,Not Certified
South Africa,6,94485.39469045268,46,79.10462417916378,PhD,Certified
France,9,77145.27541439541,38,88.54241170878178,Bachelor's,Certified
South Africa,11,103117.97890550461,7,68.65272469895058,PhD,Not Certified
France,17,73498.37990068582,7,57.891004094159015,Diploma,Not Certified
India,9,102310.20664969983,32,61.52962246386192,PhD,Not Certified
UK,10,105502.68056157662,46,90.15243092501893,PhD,Certified
USA,4,48148.15950906028,47,62.08809928466942,Diploma,Certified
Germany,12,109167.434952395,32,83.74847150482665,PhD,Certified
China,3,54542.22463275769,32,55.46531099881694,Diploma,Not Certified
Germany,9,47542.54437672622,11,69.07535809736294,Diploma,Not Certified
India,5,94442.21536918244,39,96.18530198646599,PhD,Certified
Brazil,11,93049.87499740925,23,68.29876654706403,Master's,Certified
UK,9,89494.0092434295,42,77.34189076341394,PhD,Certified
South Africa,15,71494.73544691509,49,79.55588193737572,Diploma,Not Certified
Germany,7,64396.74310487104,49,99.58928525695515,Bachelor's,Not Certified
Canada,15,94529.57985989001,49,71.68520838269029,Bachelor's,Not Certified
India,11,94673.33568343736,32,80.83507943471481,PhD,Certified
Australia,19,129869.69803299794,36,78.89361069092112,PhD,Not Certified
USA,19,59931.139460640064,16,63.60994271103389,Diploma,Not Certified
USA,19,76194.5693242579,43,66.23738572033255,Diploma,Not Certified
Australia,13,85147.297830366,6,72.3683173080643,Bachelor's,Not Certified
China,12,127414.22248491464,27,72.89487973299794,PhD,Certified
Brazil,7,47100.78344708805,5,92.46600551761908,Diploma,Certified
Canada,18,125579.27148991212,15,67.59438325682567,Master's,Certified
Australia,5,88925.90095310079,2,65.29327943106888,Master's,Not Certified
Australia,0,68613.06255026886,37,89.50588839777343,Master's,Not Certified
USA,3,40068.33100263227,22,94.48832709368114,Diploma,Certified
South Africa,0,73597.81133473388,5,72.19684093206085,PhD,Not Certified
India,3,83769.06439260524,1,55.56799177373832,PhD,Certified
USA,7,76083.36880007864,26,93.9105330606336,Bachelor's,Not Certified
UK,14,94628.87635468577,21,89.88180781877368,Bachelor's,Not Certified
Canada,15,110532.72855863652,1,95.16897026405624,PhD,Certified
UK,13,80225.61672617827,7,61.08352814406959,Bachelor's,Certified
USA,6,77857.75401470302,22,92.77746346263902,Bachelor's,Not Certified
Germany,5,54469.069044369404,12,56.649988420211784,Diploma,Certified
Germany,18,111241.9941262234,47,75.90486699887113,PhD,Not Certified
France,14,121148.13306895777,3,89.51842756942546,PhD,Not Certified
UK,4,87103.65707320465,49,77.04759012065115,PhD,Not Certified
Australia,9,95681.2269994173,31,81.55625767124545,PhD,Certified
India,5,87922.63980126216,1,55.57619175172328,PhD,Certified
USA,4,30000.0,22,50.0,,Not Certified
UK,14,93752.98506963089,41,50.0,Bachelor's,Not Certified
Germany,10,91773.95181664242,19,53.65732912420932,Master's,Certified
France,10,98341.21278516989,45,58.93777568767699,PhD,Not Certified
USA,9,103786.39939778902,40,56.80724459447687,PhD,Not Certified
Australia,3,63787.34202288157,40,73.88082350557524,Master's,Certified
USA,7,42843.51381763051,50,59.621105050076295,Diploma,Certified
Brazil,4,70572.84760567063,31,78.24660093107109,Master's,Certified
USA,19,75381.76822176464,18,64.99785450746492,Diploma,Not Certified
France,13,92167.1512922854,24,50.12808799138306,Bachelor's,Not Certified
Canada,2,53746.24010290005,21,51.53902526259676,Bachelor's,Not Certified
France,15,79729.0831195317,50,60.82808534785709,Bachelor's,Not Certified
UK,11,72071.26526547583,12,92.10624641848693,Diploma,Certified
India,5,45234.405629591354,37,80.98113267249028,Diploma,Not Certified
UK,10,82890.62531849272,16,77.87696167511481,Bachelor's,Not Certified
South Africa,12,97456.9585384686,39,64.59185559842207,Master's,Certified
Canada,6,58112.75851695452,10,72.58241787120325,Bachelor's,Not Certified
Brazil,7,61409.17872645242,5,94.09413375803082,Diploma,Certified
Canada,3,87973.68738734143,48,52.415964253714705,PhD,Not Certified
South Africa,3,67951.24962719587,18,87.95755750179502,Bachelor's,Not Certified
Germany,2,59551.92147437097,50,91.84872561271035,Bachelor's,Not Certified
South Africa,9,93715.10618814328,14,96.86683509899359,PhD,Not Certified
France,14,100679.3842261224,25,97.97270625588767,Master's,Certified
China,3,92524.51496077544,38,52.61441737604043,PhD,Certified
UK,4,76996.6167624017,35,82.06645031172448,PhD,Certified
USA,12,68315.08456698878,48,74.70148267502375,Diploma,Not Certified
Germany,7,92020.2749306135,38,57.072205977795925,Master's,Certified
France,19,94367.53727602052,20,71.64018989468266,Bachelor's,Not Certified
France,18,70068.37467555451,2,57.231772806647655,Diploma,Not Certified
Germany,14,112122.63496158768,45,55.9478505166296,PhD,Certified
USA,13,77049.88238351962,29,57.369152455962656,Bachelor's,Certified
India,8,79669.86961545545,30,54.016171550120966,Master's,Certified
India,9,99135.78950434133,36,57.48942977613427,PhD,Not Certified
Brazil,5,70411.99153992104,37,97.28650154912431,Master's,Not Certified
USA,8,94749.63062603628,6,95.92521758743013,PhD,Certified
UK,17,141555.47128115853,15,79.08693343285502,PhD,Not Certified
China,11,77627.49926225354,32,53.99569394781337,Bachelor's,Not Certified
South Africa,17,124213.89943389034,23,86.42652208731536,Master's,Not Certified
South Africa,1,66454.09919814859,39,53.882409663920456,Master's,Certified
Canada,2,69256.6523370208,43,67.47869386024583,PhD,Not Certified
France,12,73235.86873424017,44,83.00316306156934,Bachelor's,Not Certified
UK,19,126958.08794111702,3,66.21546337821631,Master's,Certified
Germany,0,57652.178880809275,47,96.61529183686508,Bachelor's,Not Certified
UK,8,101664.57171664518,25,71.81560704945534,PhD,Certified
China,8,64174.64540997927,47,54.70521021567909,Bachelor's,Certified
India,1,63388.46639889475,23,74.91530141339169,Bachelor's,Certified
France,15,30000.0,25,50.0,,Certified
UK,1,45990.49786576331,15,57.493593395086535,Diploma,Certified
Brazil,19,30000.0,44,50.0,,Not Certified
France,15,88840.56462020782,29,67.75545584620879,Bachelor's,Certified
USA,5,89212.90175707244,17,97.09059093357108,Master's,Certified
UK,7,65015.33592000137,22,64.20674628631025,Bachelor's,Certified
India,3,53079.7535910036,35,75.250628116611,Bachelor's,Not Certified
Germany,8,43967.92358252035,12,69.4318964755262,Diploma,Not Certified
UK,11,64250.0756083896,31,89.36823031373967,Diploma,Certified
South Africa,5,61264.492326734515,17,86.99690324534657,Bachelor's,Not Certified
USA,4,93412.45860069519,46,63.080764759511155,PhD,Certified
China,3,34297.6744083323,4,88.26672639872608,Diploma,Certified
Germany,19,127049.53134030032,12,85.61943439437454,PhD,Certified
Germany,13,102561.8537129665,23,65.32285972333304,Master's,Certified
UK,15,96539.7832214645,20,96.29831439984206,Bachelor's,Certified
South Africa,15,113902.76194161236,24,97.76287920955558,Master's,Not Certified
Canada,16,123176.84136947828,30,65.60578549670312,Master's,Not Certified
Brazil,9,91277.33547444225,18,94.09689994767034,PhD,Not Certified
UK,3,54054.09049103307,9,81.33949931141119,Bachelor's,Certified
India,14,112053.1173655073,41,93.2566574989417,Master's,Certified
Germany,10,48524.22724835098,27,83.06221185871124,Diploma,Certified
Australia,7,73724.1650032071,37,58.59466456486641,Bachelor's,Certified
Canada,22,88663.51637419485,11,98.96087931276685,Diploma,Certified
Brazil,9,77748.13874328385,46,92.58728537482659,Bachelor's,Certified
USA,8,77160.82822688384,35,90.43327390335946,Bachelor's,Not Certified
Brazil,12,98497.8067413196,11,67.70341069662697,Master's,Certified
India,14,95434.04404113493,37,92.60544491410107,Bachelor's,Certified
USA,21,121719.63295143702,41,92.56242267380728,Master's,Certified
USA,15,64391.89397245561,11,73.13134827391275,Diploma,Not Certified
UK,1,55135.697083141065,22,86.70488130667978,Bachelor's,Not Certified
USA,13,70221.89166543953,32,82.30269649399081,Diploma,Certified
Australia,3,66239.8669944903,18,60.87196692770068,Bachelor's,Not Certified
South Africa,22,30000.0,24,50.0,,Certified
USA,11,89507.22505497443,16,70.06838771670654,Master's,Not Certified
Australia,4,44671.740894616036,20,87.85163904215088,Diploma,Not Certified
India,9,59776.713517280965,45,99.17869871303111,Diploma,Not Certified
South Africa,6,65513.16364843163,42,78.180237872894,Bachelor's,Not Certified
France,8,44793.18699638167,38,63.64588220634833,Diploma,Certified
UK,6,79293.51082234051,6,96.06008259246096,Master's,Not Certified
South Africa,3,69379.57332828015,22,55.62491145067648,Master's,Certified
USA,8,55217.490254891745,4,52.623448392306976,Diploma,Certified
Canada,5,68237.59400361904,43,64.67729741586939,Master's,Certified
France,9,48538.6991474683,9,73.5579126236147,Diploma,Not Certified
UK,13,64921.792699039506,22,73.31331442431423,Diploma,Not Certified
China,11,63314.06243930522,5,59.43202452183002,Diploma,Certified
India,3,30000.0,18,50.0,,Certified
South Africa,20,30000.0,28,50.0,,Certified
Brazil,17,103432.77930052305,15,79.93716549830162,Master's,Certified
South Africa,10,100173.7587847382,7,68.49592860733911,PhD,Not Certified
China,12,66067.61663342667,43,80.26752812602888,Diploma,Not Certified
Canada,18,128538.58824103733,46,84.26848360280152,PhD,Certified
India,19,134346.32949847498,45,80.53241475895567,PhD,Not Certified
Brazil,15,73740.49062713748,33,91.4691749314616,Diploma,Certified
Australia,8,93205.07530748106,10,59.60925247115517,PhD,Certified
Germany,2,41605.14706485724,35,100.0,Diploma,Certified
India,10,102336.00233506883,2,57.73295894009704,Master's,Not Certified
India,16,109831.52547079316,9,62.28713300195446,Master's,Certified
Germany,9,79451.21413834507,34,69.74822735831913,Bachelor's,Certified
India,20,119772.01080802004,7,80.83825706922079,Master's,Not Certified
Australia,10,75083.20668435149,50,70.81112107867676,Bachelor's,Not Certified
China,14,65627.2520191331,8,93.06748265636723,Diploma,Certified
Australia,19,117285.46082044125,1,70.93976409653224,Master's,Not Certified
South Africa,3,68572.85896755378,41,63.094127975881136,PhD,Certified
India,21,30000.0,42,50.0,,Not Certified
Brazil,6,87370.96239399581,49,80.46899474540835,Master's,Not Certified
South Africa,10,52081.24235257474,26,92.25596243161547,Diploma,Not Certified
India,14,86045.95134455111,19,58.975179759481605,Bachelor's,Certified
France,11,92760.67056752206,7,88.28991316932229,Master's,Certified
France,7,57057.3362012444,5,70.2640524846013,Diploma,Certified
Brazil,20,135071.6994206372,15,58.30108415809496,PhD,Certified
Brazil,10,84255.99145522428,29,68.48182351592912,Bachelor's,Certified
Brazil,10,105284.810414583,24,67.69487375814784,PhD,Not Certified
Canada,5,82825.42431142312,26,73.30157969670206,Master's,Not Certified
USA,10,91517.54279218828,39,74.09887825512534,Master's,Not Certified
UK,17,91709.57755726542,46,63.66646510877245,Bachelor's,Certified
Germany,21,85618.88878321952,39,90.20222720574556,Diploma,Certified
Canada,16,90253.2726888924,12,53.63124052466045,Bachelor's,Not Certified
USA,8,90054.02264320343,16,94.8215682278167,PhD,Not Certified
UK,4,69176.83636201879,9,62.01585360158182,Master's,Certified
UK,18,96881.68783781787,48,68.95918430455136,Bachelor's,Certified
China,7,95100.23968360687,29,69.95649522390664,PhD,Certified
UK,11,92730.55948643062,17,74.54076239375416,Master's,Not Certified
France,19,73805.92983372028,45,63.12888547979292,Diploma,Certified
Canada,6,91090.94750717876,16,83.98144010175568,Master's,Not Certified
UK,19,132625.24790378212,15,64.8556026244259,PhD,Not Certified
South Africa,4,57857.059847038625,16,86.17277990750624,Bachelor's,Not Certified
France,14,79110.78955228276,45,88.87082381387846,Bachelor's,Certified
India,10,74831.64059401867,32,92.50503609005132,Bachelor's,Certified
UK,4,62446.50953131374,50,99.55336001750395,Bachelor's,Not Certified
USA,6,76044.89650963448,16,74.86042412212872,Bachelor's,Certified
South Africa,13,78677.60037920719,46,53.282594317445884,Bachelor's,Not Certified
France,12,68212.27760685101,45,61.180170521136986,Bachelor's,Certified
USA,18,130936.44254443212,7,92.24740796379832,Master's,Certified
Canada,1,79717.25292229478,42,66.44563029904351,PhD,Not Certified
Brazil,5,75937.28569108884,23,87.15375364846632,Master's,Certified
France,5,79440.33158695027,51,88.55270847133214,Master's,Not Certified
USA,9,65200.174482964096,43,83.04161061671947,Diploma,Not Certified
USA,6,93093.04130999514,22,61.61610343554866,PhD,Not Certified
Australia,9,78493.47190541937,26,70.29802878568964,Bachelor's,Not Certified
Germany,17,78084.22645253518,34,96.36981409881075,Diploma,Not Certified
USA,16,115401.1198471632,11,90.57081132785223,Master's,Certified
China,3,72776.45060727991,41,75.80615883830525,Master's,Certified
USA,14,119593.27420684838,30,56.3353990946787,PhD,Certified
Germany,15,67038.40328268013,5,82.58749353905604,Diploma,Not Certified
Canada,16,116227.27222438814,43,81.08241026893833,Master's,Not Certified
Canada,9,94539.79493482278,35,90.35198093512525,Master's,Certified
Australia,18,81945.54581424737,12,50.303268527072646,Diploma,Certified
China,4,54435.550377653126,22,65.34589676306656,Bachelor's,Certified
Canada,22,119792.71573489372,1,91.98130909289668,Master's,Certified
France,13,81037.28393992047,4,95.3411471270992,Bachelor's,Certified
South Africa,19,138344.99035332177,22,50.0,PhD,Not Certified
India,18,111036.40702125207,45,78.99000533821005,Master's,Certified
France,9,97274.79249757153,45,84.65172624815527,Master's,Not Certified
UK,3,49493.03735977283,20,83.51538798821002,Bachelor's,Not Certified
Brazil,13,30000.0,13,50.0,,Certified
Brazil,19,30000.0,42,50.0,,Not Certified
UK,3,67769.54336743476,41,78.21259828363864,Master's,Not Certified
UK,4,96320.77355966356,25,52.82840314806142,PhD,Not Certified
South Africa,12,119144.50150182362,27,58.32831093576402,PhD,Certified
Brazil,6,69776.51680297274,23,82.46409990558665,Bachelor's,Not Certified
France,1,74412.01612468589,15,68.43517966198091,PhD,Not Certified
Australia,3,65436.253578190095,21,73.15275037516766,PhD,Not Certified
China,18,77503.7778365831,33,72.52108450129178,Diploma,Certified
China,7,75132.53514058879,37,52.746384825148645,Bachelor's,Not Certified
Germany,2,47833.56483788009,26,63.82616491641028,Diploma,Certified
France,5,71805.98644655307,32,84.17820422914248,Bachelor's,Certified
France,3,90828.778534873,17,53.34933915793534,PhD,Not Certified
Canada,19,79434.31366072567,43,71.1753209670123,Diploma,Certified
China,0,31273.750982066642,29,79.19026530133853,Diploma,Not Certified
France,5,88403.56257582032,27,60.01212952009307,PhD,Certified
India,18,134268.40387606964,47,93.04444656001893,PhD,Certified
South Africa,10,92272.12067390062,46,97.11005990518967,Master's,Not Certified
